วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
9/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
10/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
11/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
13/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
16/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
17/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
18/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
19/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
20/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
23/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
24/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
25/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
26/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
27/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
30/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
31/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
1/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
2/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
3/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
6/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
7/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
8/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
9/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
10/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
13/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
14/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
15/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
16/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
17/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
20/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
21/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
22/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
23/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
27/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
28/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
29/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
30/9/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
1/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
4/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
5/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
6/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
7/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
8/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
11/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
12/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
14/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
15/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
18/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
19/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
20/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
25/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
26/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
27/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
28/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
29/10/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
1/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
2/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
3/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
4/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
5/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
8/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
9/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
10/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
11/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
12/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
15/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
16/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
17/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
18/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
19/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
22/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
23/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
24/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
25/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
26/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
29/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
30/11/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
1/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
2/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
3/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
7/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
8/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
9/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
13/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
14/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
15/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
16/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
17/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
20/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
21/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
22/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
23/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
24/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
27/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
28/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
29/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
30/12/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
4/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
5/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
6/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
7/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
10/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
11/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
12/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
13/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
14/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
17/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
18/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
20/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
21/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
24/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,90,100,95
25/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
26/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
27/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
28/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
31/1/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
1/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
2/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
3/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
4/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
7/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
8/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
9/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
10/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
11/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
14/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,90,85
15/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
17/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
18/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
21/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
22/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
23/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
24/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
25/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
28/2/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
1/3/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
2/3/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
3/3/2565,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,70,80,75
