วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
3/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
4/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
5/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
8/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
9/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
10/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
11/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
15/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
16/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
17/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
18/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
19/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
22/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
23/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
24/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
25/2/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
1/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
2/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
3/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
4/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
5/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
8/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
9/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
10/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
11/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
12/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
15/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
16/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
17/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
18/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
19/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
22/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
23/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
24/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
25/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
26/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
29/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
30/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
31/3/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
